date,CAT,MMM,PG,BA,VZ,WMT,GS,DD,INTC,TRV,MRK,MCD,CSCO,JPM,NKE,CVX,UNH,WBA,AAPL,PFE,IBM,KO,JNJ,XOM,AXP,HD,RTX,V,DIS,MSFT
2008-04-03,49.63235855102539,40.45406723022461,43.78596115112305,56.07563781738281,15.453082084655762,12.874541282653809,134.83961486816406,34.37399673461914,13.532842636108398,33.22511672973633,20.6001033782959,35.56441116333008,16.29197883605957,30.544647216796875,14.01208209991455,46.52336502075195,29.067331314086918,23.881208419799805,4.57782506942749,10.519794464111328,64.40248107910156,18.27388381958008,40.41814422607422,49.02010345458984,35.87136459350586,19.366622924804688,30.05895233154297,14.61312770843506,26.54016876220703,21.107282638549805
2008-04-04,50.12181854248047,40.63066864013672,43.866737365722656,55.71479797363281,15.156768798828123,12.750317573547363,133.9764404296875,34.74968719482422,13.495820999145508,33.16457748413086,21.48082160949707,35.235572814941406,16.39956283569336,30.07606506347656,13.93276596069336,46.69837951660156,29.3487491607666,23.699859619140625,4.622211456298828,10.5247220993042,64.25814056396484,18.18033790588379,40.70299911499024,49.30345916748047,35.4333381652832,19.081623077392575,30.471010208129883,14.38556671142578,26.29606437683105,21.223726272583008
2008-04-07,49.748268127441406,40.464168548583984,43.81082534790039,55.22135543823242,15.181118965148926,12.710479736328123,136.52000427246094,34.704952239990234,13.421768188476562,33.756553649902344,21.89969253540039,35.19129180908203,16.09699058532715,30.056262969970703,13.591105461120604,46.815059661865234,29.48544692993164,23.793657302856445,4.707058429718018,10.588805198669434,64.56344604492188,18.2165470123291,40.95687484741211,49.40346145629883,35.77146911621094,18.8894100189209,30.49650764465332,14.51050853729248,26.531747817993164,21.223726272583008
2008-04-08,49.96724319458008,40.307735443115234,43.89779281616211,55.250823974609375,15.09078598022461,12.762038230895996,136.6498260498047,34.88383865356445,13.008316040039062,32.882041931152344,21.96413803100586,35.33042907714844,16.110431671142578,29.60745429992676,13.53009796142578,47.35071563720703,30.619184494018555,23.524763107299805,4.614965438842773,10.352188110351562,64.54124450683594,18.2587890625,41.06834411621094,49.78682708740234,35.70998764038086,18.677322387695312,30.50074577331543,15.190956115722656,26.152965545654297,20.92531394958496
2008-04-09,49.04633331298828,40.16138458251953,43.6244010925293,57.88741302490234,14.791022300720217,12.689383506774902,133.0139617919922,34.63340759277344,13.218127250671388,32.98294448852539,21.985620498657227,35.248233795166016,15.82131290435791,29.23785972595215,13.511796951293944,47.70606994628906,29.975919723510746,23.08078956604004,4.572691917419434,10.297962188720703,64.81880950927734,18.34027099609375,41.049781799316406,49.83683395385742,34.77652740478516,18.339298248291016,30.0802001953125,14.677833557128906,25.967782974243164,21.027217864990234
2008-04-10,48.756534576416016,40.54489517211914,43.60575485229492,57.7621955871582,14.71299648284912,12.811259269714355,130.27188110351562,34.526058197021484,13.625411033630373,33.124210357666016,22.39912796020508,35.317779541015625,16.164226531982422,28.947471618652344,13.700929641723633,47.52045822143555,29.429162979125977,22.899438858032227,4.666597366333008,10.312750816345217,65.93455505371094,18.506227493286133,41.074554443359375,49.75349807739258,34.761112213134766,18.80987930297852,30.5219783782959,14.749221801757812,26.388660430908203,21.187345504760746
2008-04-11,48.17051696777344,39.59624481201172,43.493919372558594,56.60593795776367,14.614449501037598,12.844071388244627,127.7894058227539,34.44556427001953,13.107048988342283,33.16457748413086,22.09302520751953,35.03321838378906,15.720453262329102,28.06967163085937,13.562637329101562,47.09613800048828,28.842182159423828,22.56176376342773,4.442854404449463,10.081060409545898,64.3913803100586,18.19240951538086,40.87018203735352,49.236759185791016,33.47278594970703,18.670692443847656,29.536449432373047,14.749221801757812,25.40381622314453,20.58323097229004
2008-04-14,48.647064208984375,39.49028396606445,43.568485260009766,56.871055603027344,14.5117826461792,12.926108360290527,124.95557403564452,33.94465637207031,12.767650604248049,32.96278381347656,22.23265647888184,35.12174606323242,15.673380851745604,27.389875411987305,13.434508323669434,47.36132049560547,29.17987632751465,22.16155433654785,4.462177753448486,10.135283470153809,65.10189819335938,18.40665435791016,40.70919418334961,49.83683395385742,32.9559326171875,18.49836540222168,29.731853485107425,14.65329360961914,25.285968780517575,20.4231071472168
2008-04-15,48.91107940673828,39.782936096191406,43.63683319091797,55.75162124633789,14.417341232299805,13.188610076904297,125.42149353027344,33.980445861816406,12.903414726257324,32.781131744384766,22.135988235473636,35.387351989746094,15.538904190063477,27.79906272888184,13.385703086853027,47.82273864746094,29.943758010864254,22.27410888671875,4.480295658111572,10.209229469299316,65.04083251953125,18.388545989990234,40.6534538269043,50.44799041748047,33.28765869140625,18.51162338256836,30.092931747436523,14.356563568115234,25.193378448486328,20.56140518188477
2008-04-16,50.88814163208008,40.716453552246094,43.286888122558594,56.46600341796875,14.721211433410645,13.37611484527588,129.12608337402344,35.259517669677734,13.65626049041748,33.218379974365234,21.647294998168945,36.15882873535156,16.02303123474121,29.673444747924805,13.436545372009276,48.75618743896485,28.785898208618164,22.374164581298828,4.640930652618408,10.401482582092283,66.87267303466797,18.451913833618164,40.68441390991211,51.609188079833984,33.75053787231445,18.571273803710938,30.85332298278809,14.755916595458984,25.521657943725582,21.07088851928711
2008-04-17,50.84285354614258,40.6962776184082,42.21831512451172,56.64276885986328,14.721211433410645,13.28236484527588,131.45582580566406,35.268463134765625,13.64392375946045,33.44037628173828,21.061946868896484,36.25370788574219,16.063365936279297,29.779050827026367,13.73752784729004,48.78800964355469,29.50955009460449,22.342893600463867,4.664785385131836,10.056411743164062,68.32146453857422,18.310096740722656,40.72157669067383,51.88139724731445,34.48338317871094,18.637556076049805,30.071685791015625,14.956707954406738,25.908859252929688,21.26740074157715
2008-04-18,55.17086791992188,41.83162689208984,41.97459411621094,57.93159103393555,14.795122146606444,13.197988510131836,137.4365997314453,35.76041030883789,13.915438652038574,33.8440055847168,21.351926803588867,36.867095947265625,16.480247497558594,30.20145797729492,13.806676864624023,49.41913986206055,29.951805114746094,22.486724853515625,4.862561702728272,10.090914726257324,69.05421447753906,18.138092041015625,41.18601608276367,52.22588348388672,35.12369918823242,19.008716583251957,30.802345275878903,15.393988609313965,26.37181854248047,21.83511734008789
